year,month,region_id,subregion_id,region,industry_id,subindustry_id,business_type,value
2010,November,11,,Quebec,10,,General merchandise stores,919979
2013,August,11,,Quebec,10,,General merchandise stores,926996
2011,May,11,,Quebec,10,,General merchandise stores,928640
2014,April,11,,Quebec,10,,General merchandise stores,930066
2012,June,11,,Quebec,10,,General merchandise stores,934789
2016,September,11,,Quebec,10,,General merchandise stores,945986
2013,June,11,,Quebec,10,,General merchandise stores,946152
2015,August,11,,Quebec,10,,General merchandise stores,949565
2015,April,11,,Quebec,10,,General merchandise stores,950459
2018,March,11,,Quebec,10,,General merchandise stores,954505
2011,November,11,,Quebec,10,,General merchandise stores,956548
2014,August,11,,Quebec,10,,General merchandise stores,956889
2013,October,11,,Quebec,10,,General merchandise stores,958817
2013,July,11,,Quebec,10,,General merchandise stores,968896
2016,August,11,,Quebec,10,,General merchandise stores,973761
2014,October,11,,Quebec,10,,General merchandise stores,982826
2015,June,11,,Quebec,10,,General merchandise stores,985113
2017,September,11,,Quebec,10,,General merchandise stores,986018
2016,April,11,,Quebec,10,,General merchandise stores,991234
2012,May,11,,Quebec,10,,General merchandise stores,994311
2014,July,11,,Quebec,10,,General merchandise stores,998455
2018,April,11,,Quebec,10,,General merchandise stores,1009547
2012,November,11,,Quebec,10,,General merchandise stores,1011825
2014,June,11,,Quebec,10,,General merchandise stores,1012931
2016,June,11,,Quebec,10,,General merchandise stores,1015037
2015,November,11,,Quebec,10,,General merchandise stores,1032255
2016,July,11,,Quebec,10,,General merchandise stores,1033381
2015,July,11,,Quebec,10,,General merchandise stores,1034041
2016,October,11,,Quebec,10,,General merchandise stores,1037269
2015,October,11,,Quebec,10,,General merchandise stores,1050117
2013,May,11,,Quebec,10,,General merchandise stores,1052282
2013,November,11,,Quebec,10,,General merchandise stores,1052423
2017,April,11,,Quebec,10,,General merchandise stores,1054366
2017,August,11,,Quebec,10,,General merchandise stores,1056058
2014,May,11,,Quebec,10,,General merchandise stores,1059219
2014,November,11,,Quebec,10,,General merchandise stores,1066447
2015,May,11,,Quebec,10,,General merchandise stores,1076063
2016,May,11,,Quebec,10,,General merchandise stores,1084523
2016,November,11,,Quebec,10,,General merchandise stores,1097291
2017,June,11,,Quebec,10,,General merchandise stores,1101707
2017,October,11,,Quebec,10,,General merchandise stores,1107408
2017,July,11,,Quebec,10,,General merchandise stores,1108850
2017,May,11,,Quebec,10,,General merchandise stores,1130153
2008,December,11,,Quebec,10,,General merchandise stores,1143422
2018,May,11,,Quebec,10,,General merchandise stores,1178426
2009,December,11,,Quebec,10,,General merchandise stores,1195616
2010,December,11,,Quebec,10,,General merchandise stores,1197810
2012,December,11,,Quebec,10,,General merchandise stores,1241250
2011,December,11,,Quebec,10,,General merchandise stores,1249540
2017,November,11,,Quebec,10,,General merchandise stores,1256022
2015,December,11,,Quebec,10,,General merchandise stores,1281268
2013,December,11,,Quebec,10,,General merchandise stores,1295114
2014,December,11,,Quebec,10,,General merchandise stores,1299632
2016,December,11,,Quebec,10,,General merchandise stores,1318910
2017,December,11,,Quebec,10,,General merchandise stores,1357286
2008,February,,3,"Montréal, Quebec",10,,General merchandise stores,255961
2009,February,,3,"Montréal, Quebec",10,,General merchandise stores,256756
2011,February,,3,"Montréal, Quebec",10,,General merchandise stores,265413
2010,February,,3,"Montréal, Quebec",10,,General merchandise stores,272990
2008,January,,3,"Montréal, Quebec",10,,General merchandise stores,282020
2008,March,,3,"Montréal, Quebec",10,,General merchandise stores,287786
2012,February,,3,"Montréal, Quebec",10,,General merchandise stores,293160
2009,January,,3,"Montréal, Quebec",10,,General merchandise stores,298762
2009,March,,3,"Montréal, Quebec",10,,General merchandise stores,302801
2011,January,,3,"Montréal, Quebec",10,,General merchandise stores,309229
2010,January,,3,"Montréal, Quebec",10,,General merchandise stores,312949
2013,February,,3,"Montréal, Quebec",10,,General merchandise stores,315517
2011,March,,3,"Montréal, Quebec",10,,General merchandise stores,316062
2012,January,,3,"Montréal, Quebec",10,,General merchandise stores,316262
2014,February,,3,"Montréal, Quebec",10,,General merchandise stores,321630
2017,February,,3,"Montréal, Quebec",10,,General merchandise stores,325801
2010,March,,3,"Montréal, Quebec",10,,General merchandise stores,326541
2015,February,,3,"Montréal, Quebec",10,,General merchandise stores,333961
2008,September,,3,"Montréal, Quebec",10,,General merchandise stores,335355
2008,August,,3,"Montréal, Quebec",10,,General merchandise stores,336844
2009,September,,3,"Montréal, Quebec",10,,General merchandise stores,339888
2008,April,,3,"Montréal, Quebec",10,,General merchandise stores,341387
2018,February,,3,"Montréal, Quebec",10,,General merchandise stores,343705
2009,August,,3,"Montréal, Quebec",10,,General merchandise stores,343979
2016,February,,3,"Montréal, Quebec",10,,General merchandise stores,344804
2013,January,,3,"Montréal, Quebec",10,,General merchandise stores,345892
2012,March,,3,"Montréal, Quebec",10,,General merchandise stores,351517
2015,January,,3,"Montréal, Quebec",10,,General merchandise stores,351596
2015,March,,3,"Montréal, Quebec",10,,General merchandise stores,353946
2009,April,,3,"Montréal, Quebec",10,,General merchandise stores,355380
2010,August,,3,"Montréal, Quebec",10,,General merchandise stores,359292
2013,March,,3,"Montréal, Quebec",10,,General merchandise stores,359300
2008,June,,3,"Montréal, Quebec",10,,General merchandise stores,359480
2011,September,,3,"Montréal, Quebec",10,,General merchandise stores,359668
2008,July,,3,"Montréal, Quebec",10,,General merchandise stores,360453
2014,March,,3,"Montréal, Quebec",10,,General merchandise stores,361171
2011,August,,3,"Montréal, Quebec",10,,General merchandise stores,362643
2014,January,,3,"Montréal, Quebec",10,,General merchandise stores,363036
2016,January,,3,"Montréal, Quebec",10,,General merchandise stores,363503
2010,September,,3,"Montréal, Quebec",10,,General merchandise stores,363612
2017,January,,3,"Montréal, Quebec",10,,General merchandise stores,366181
2008,October,,3,"Montréal, Quebec",10,,General merchandise stores,366405
2009,July,,3,"Montréal, Quebec",10,,General merchandise stores,367372
2009,June,,3,"Montréal, Quebec",10,,General merchandise stores,368306
2011,April,,3,"Montréal, Quebec",10,,General merchandise stores,369249
2012,September,,3,"Montréal, Quebec",10,,General merchandise stores,371378
2010,April,,3,"Montréal, Quebec",10,,General merchandise stores,371769
2017,March,,3,"Montréal, Quebec",10,,General merchandise stores,372651
2012,April,,3,"Montréal, Quebec",10,,General merchandise stores,373281
2018,January,,3,"Montréal, Quebec",10,,General merchandise stores,375912
2012,August,,3,"Montréal, Quebec",10,,General merchandise stores,377080
2008,May,,3,"Montréal, Quebec",10,,General merchandise stores,378146
2010,June,,3,"Montréal, Quebec",10,,General merchandise stores,378809
2013,September,,3,"Montréal, Quebec",10,,General merchandise stores,380317
2016,March,,3,"Montréal, Quebec",10,,General merchandise stores,381065
2015,September,,3,"Montréal, Quebec",10,,General merchandise stores,385004
2011,July,,3,"Montréal, Quebec",10,,General merchandise stores,386749
2009,October,,3,"Montréal, Quebec",10,,General merchandise stores,386757
2009,November,,3,"Montréal, Quebec",10,,General merchandise stores,387017
2009,May,,3,"Montréal, Quebec",10,,General merchandise stores,387079
2011,October,,3,"Montréal, Quebec",10,,General merchandise stores,387145
2012,July,,3,"Montréal, Quebec",10,,General merchandise stores,389390
2014,September,,3,"Montréal, Quebec",10,,General merchandise stores,390831
2011,June,,3,"Montréal, Quebec",10,,General merchandise stores,392292
2013,April,,3,"Montréal, Quebec",10,,General merchandise stores,394039
2010,July,,3,"Montréal, Quebec",10,,General merchandise stores,395065
2018,March,,3,"Montréal, Quebec",10,,General merchandise stores,395118
2010,October,,3,"Montréal, Quebec",10,,General merchandise stores,396082
2008,November,,3,"Montréal, Quebec",10,,General merchandise stores,398421
2012,October,,3,"Montréal, Quebec",10,,General merchandise stores,398749
2012,June,,3,"Montréal, Quebec",10,,General merchandise stores,399831
2013,August,,3,"Montréal, Quebec",10,,General merchandise stores,400035
2011,May,,3,"Montréal, Quebec",10,,General merchandise stores,400428
2015,August,,3,"Montréal, Quebec",10,,General merchandise stores,402795
2016,September,,3,"Montréal, Quebec",10,,General merchandise stores,403746
2015,April,,3,"Montréal, Quebec",10,,General merchandise stores,407120
2014,April,,3,"Montréal, Quebec",10,,General merchandise stores,408399
2010,May,,3,"Montréal, Quebec",10,,General merchandise stores,408671
2014,August,,3,"Montréal, Quebec",10,,General merchandise stores,411815
2016,August,,3,"Montréal, Quebec",10,,General merchandise stores,412232
2013,June,,3,"Montréal, Quebec",10,,General merchandise stores,413025
2015,June,,3,"Montréal, Quebec",10,,General merchandise stores,413431
2013,July,,3,"Montréal, Quebec",10,,General merchandise stores,414922
2017,September,,3,"Montréal, Quebec",10,,General merchandise stores,414945
2010,November,,3,"Montréal, Quebec",10,,General merchandise stores,417104
2011,November,,3,"Montréal, Quebec",10,,General merchandise stores,417868
2018,April,,3,"Montréal, Quebec",10,,General merchandise stores,423677
2014,July,,3,"Montréal, Quebec",10,,General merchandise stores,424210
2012,May,,3,"Montréal, Quebec",10,,General merchandise stores,424938
2013,October,,3,"Montréal, Quebec",10,,General merchandise stores,425599
2015,July,,3,"Montréal, Quebec",10,,General merchandise stores,425848
2014,October,,3,"Montréal, Quebec",10,,General merchandise stores,426767
2016,April,,3,"Montréal, Quebec",10,,General merchandise stores,426779
2016,June,,3,"Montréal, Quebec",10,,General merchandise stores,427648
2015,October,,3,"Montréal, Quebec",10,,General merchandise stores,431370
2017,August,,3,"Montréal, Quebec",10,,General merchandise stores,431504
2016,July,,3,"Montréal, Quebec",10,,General merchandise stores,432799
2014,June,,3,"Montréal, Quebec",10,,General merchandise stores,433436
2015,November,,3,"Montréal, Quebec",10,,General merchandise stores,433575
2017,April,,3,"Montréal, Quebec",10,,General merchandise stores,438439
2012,November,,3,"Montréal, Quebec",10,,General merchandise stores,446307
2016,October,,3,"Montréal, Quebec",10,,General merchandise stores,447151
2017,June,,3,"Montréal, Quebec",10,,General merchandise stores,448622
2015,May,,3,"Montréal, Quebec",10,,General merchandise stores,454214
2017,July,,3,"Montréal, Quebec",10,,General merchandise stores,456656
2014,May,,3,"Montréal, Quebec",10,,General merchandise stores,457608
2013,May,,3,"Montréal, Quebec",10,,General merchandise stores,458896
2016,May,,3,"Montréal, Quebec",10,,General merchandise stores,459696
2017,May,,3,"Montréal, Quebec",10,,General merchandise stores,463713
2014,November,,3,"Montréal, Quebec",10,,General merchandise stores,469040
2017,October,,3,"Montréal, Quebec",10,,General merchandise stores,473537
2016,November,,3,"Montréal, Quebec",10,,General merchandise stores,473893
2013,November,,3,"Montréal, Quebec",10,,General merchandise stores,477046
2018,May,,3,"Montréal, Quebec",10,,General merchandise stores,484951
2008,December,,3,"Montréal, Quebec",10,,General merchandise stores,511367
2009,December,,3,"Montréal, Quebec",10,,General merchandise stores,534355
2017,November,,3,"Montréal, Quebec",10,,General merchandise stores,541348
2015,December,,3,"Montréal, Quebec",10,,General merchandise stores,542677
2011,December,,3,"Montréal, Quebec",10,,General merchandise stores,551289
2010,December,,3,"Montréal, Quebec",10,,General merchandise stores,551396
2012,December,,3,"Montréal, Quebec",10,,General merchandise stores,554477
2014,December,,3,"Montréal, Quebec",10,,General merchandise stores,569808
2016,December,,3,"Montréal, Quebec",10,,General merchandise stores,570205
2017,December,,3,"Montréal, Quebec",10,,General merchandise stores,583760
2013,December,,3,"Montréal, Quebec",10,,General merchandise stores,591663
2008,February,9,,Ontario,10,,General merchandise stores,1159570
2009,February,9,,Ontario,10,,General merchandise stores,1166196
2010,February,9,,Ontario,10,,General merchandise stores,1203757
2008,January,9,,Ontario,10,,General merchandise stores,1247469
2011,February,9,,Ontario,10,,General merchandise stores,1291174
2009,January,9,,Ontario,10,,General merchandise stores,1302189
2008,March,9,,Ontario,10,,General merchandise stores,1336968
2009,March,9,,Ontario,10,,General merchandise stores,1352274
2010,January,9,,Ontario,10,,General merchandise stores,1363463
2012,February,9,,Ontario,10,,General merchandise stores,1378128
2013,February,9,,Ontario,10,,General merchandise stores,1392121
2011,January,9,,Ontario,10,,General merchandise stores,1434521
2010,March,9,,Ontario,10,,General merchandise stores,1452932
2012,January,9,,Ontario,10,,General merchandise stores,1462129
2014,February,9,,Ontario,10,,General merchandise stores,1473362
2013,January,9,,Ontario,10,,General merchandise stores,1493759
2009,April,9,,Ontario,10,,General merchandise stores,1519245
2008,September,9,,Ontario,10,,General merchandise stores,1520591
2008,April,9,,Ontario,10,,General merchandise stores,1533139
2017,February,9,,Ontario,10,,General merchandise stores,1533527
2011,March,9,,Ontario,10,,General merchandise stores,1534684
2016,February,9,,Ontario,10,,General merchandise stores,1560697
2009,September,9,,Ontario,10,,General merchandise stores,1564734
2009,August,9,,Ontario,10,,General merchandise stores,1578836
2015,February,9,,Ontario,10,,General merchandise stores,1583605
2014,January,9,,Ontario,10,,General merchandise stores,1590798
2008,July,9,,Ontario,10,,General merchandise stores,1596634
2009,July,9,,Ontario,10,,General merchandise stores,1600568
2008,August,9,,Ontario,10,,General merchandise stores,1601944
2017,January,9,,Ontario,10,,General merchandise stores,1603175
2015,January,9,,Ontario,10,,General merchandise stores,1612233
2010,April,9,,Ontario,10,,General merchandise stores,1622428
2018,February,9,,Ontario,10,,General merchandise stores,1625597
2008,October,9,,Ontario,10,,General merchandise stores,1626517
2009,June,9,,Ontario,10,,General merchandise stores,1628456
2013,March,9,,Ontario,10,,General merchandise stores,1633387
2016,January,9,,Ontario,10,,General merchandise stores,1653868
2010,August,9,,Ontario,10,,General merchandise stores,1653879
2014,March,9,,Ontario,10,,General merchandise stores,1658194
2008,June,9,,Ontario,10,,General merchandise stores,1661902
2009,October,9,,Ontario,10,,General merchandise stores,1662918
2012,March,9,,Ontario,10,,General merchandise stores,1664040
2008,May,9,,Ontario,10,,General merchandise stores,1678637
2011,April,9,,Ontario,10,,General merchandise stores,1680007
2010,September,9,,Ontario,10,,General merchandise stores,1696995
2009,May,9,,Ontario,10,,General merchandise stores,1697598
2018,January,9,,Ontario,10,,General merchandise stores,1699100
2015,March,9,,Ontario,10,,General merchandise stores,1704740
2012,April,9,,Ontario,10,,General merchandise stores,1705303
2016,March,9,,Ontario,10,,General merchandise stores,1708584
2011,August,9,,Ontario,10,,General merchandise stores,1720508
2013,April,9,,Ontario,10,,General merchandise stores,1729416
2010,July,9,,Ontario,10,,General merchandise stores,1731092
2010,October,9,,Ontario,10,,General merchandise stores,1741482
2010,June,9,,Ontario,10,,General merchandise stores,1755602
2011,September,9,,Ontario,10,,General merchandise stores,1759570
2011,October,9,,Ontario,10,,General merchandise stores,1764980
2009,November,9,,Ontario,10,,General merchandise stores,1783888
2012,September,9,,Ontario,10,,General merchandise stores,1785195
2012,July,9,,Ontario,10,,General merchandise stores,1791589
2012,October,9,,Ontario,10,,General merchandise stores,1793596
2017,March,9,,Ontario,10,,General merchandise stores,1799648
2011,July,9,,Ontario,10,,General merchandise stores,1806310
2013,September,9,,Ontario,10,,General merchandise stores,1809964
2010,May,9,,Ontario,10,,General merchandise stores,1815398
2012,August,9,,Ontario,10,,General merchandise stores,1836222
2008,November,9,,Ontario,10,,General merchandise stores,1837885
2011,May,9,,Ontario,10,,General merchandise stores,1846178
2014,April,9,,Ontario,10,,General merchandise stores,1847269
2011,June,9,,Ontario,10,,General merchandise stores,1859879
2016,September,9,,Ontario,10,,General merchandise stores,1873987
2015,April,9,,Ontario,10,,General merchandise stores,1876227
2013,October,9,,Ontario,10,,General merchandise stores,1878514
2013,July,9,,Ontario,10,,General merchandise stores,1883047
2012,June,9,,Ontario,10,,General merchandise stores,1886696
2016,August,9,,Ontario,10,,General merchandise stores,1894578
2014,September,9,,Ontario,10,,General merchandise stores,1894946
2013,June,9,,Ontario,10,,General merchandise stores,1896187
2010,November,9,,Ontario,10,,General merchandise stores,1903231
2016,April,9,,Ontario,10,,General merchandise stores,1906431
2013,August,9,,Ontario,10,,General merchandise stores,1916045
2018,March,9,,Ontario,10,,General merchandise stores,1928206
2018,April,9,,Ontario,10,,General merchandise stores,1937188
2015,September,9,,Ontario,10,,General merchandise stores,1952445
2012,May,9,,Ontario,10,,General merchandise stores,1968563
2015,August,9,,Ontario,10,,General merchandise stores,1972241
2014,July,9,,Ontario,10,,General merchandise stores,1972479
2011,November,9,,Ontario,10,,General merchandise stores,1975046
2014,October,9,,Ontario,10,,General merchandise stores,1977536
2016,October,9,,Ontario,10,,General merchandise stores,1978031
2016,July,9,,Ontario,10,,General merchandise stores,1987977
2013,May,9,,Ontario,10,,General merchandise stores,1995286
2015,June,9,,Ontario,10,,General merchandise stores,1995359
2016,June,9,,Ontario,10,,General merchandise stores,1995625
2017,September,9,,Ontario,10,,General merchandise stores,2000541
2012,November,9,,Ontario,10,,General merchandise stores,2011585
2014,August,9,,Ontario,10,,General merchandise stores,2021794
2015,July,9,,Ontario,10,,General merchandise stores,2024639
2015,October,9,,Ontario,10,,General merchandise stores,2039260
2014,June,9,,Ontario,10,,General merchandise stores,2060883
2017,April,9,,Ontario,10,,General merchandise stores,2077632
2016,May,9,,Ontario,10,,General merchandise stores,2084314
2017,August,9,,Ontario,10,,General merchandise stores,2084492
2017,October,9,,Ontario,10,,General merchandise stores,2094379
2014,May,9,,Ontario,10,,General merchandise stores,2098041
2013,November,9,,Ontario,10,,General merchandise stores,2103879
2017,July,9,,Ontario,10,,General merchandise stores,2109994
2015,May,9,,Ontario,10,,General merchandise stores,2124725
2017,May,9,,Ontario,10,,General merchandise stores,2160774
2016,November,9,,Ontario,10,,General merchandise stores,2163921
2017,June,9,,Ontario,10,,General merchandise stores,2195011
2015,November,9,,Ontario,10,,General merchandise stores,2197286
2014,November,9,,Ontario,10,,General merchandise stores,2258337
2018,May,9,,Ontario,10,,General merchandise stores,2354099
2008,December,9,,Ontario,10,,General merchandise stores,2414432
2017,November,9,,Ontario,10,,General merchandise stores,2451554
2009,December,9,,Ontario,10,,General merchandise stores,2501342
2010,December,9,,Ontario,10,,General merchandise stores,2642892
2012,December,9,,Ontario,10,,General merchandise stores,2646817
2011,December,9,,Ontario,10,,General merchandise stores,2699161
2013,December,9,,Ontario,10,,General merchandise stores,2716844
2016,December,9,,Ontario,10,,General merchandise stores,2730755
2015,December,9,,Ontario,10,,General merchandise stores,2763457
2014,December,9,,Ontario,10,,General merchandise stores,2778174
2017,December,9,,Ontario,10,,General merchandise stores,2812984
2009,February,,2,"Toronto, Ontario",10,,General merchandise stores,387087
2010,February,,2,"Toronto, Ontario",10,,General merchandise stores,392473
2008,February,,2,"Toronto, Ontario",10,,General merchandise stores,399294
2008,January,,2,"Toronto, Ontario",10,,General merchandise stores,426039
2009,January,,2,"Toronto, Ontario",10,,General merchandise stores,436497
2009,March,,2,"Toronto, Ontario",10,,General merchandise stores,444157
2010,January,,2,"Toronto, Ontario",10,,General merchandise stores,449411
2008,March,,2,"Toronto, Ontario",10,,General merchandise stores,451051
2011,February,,2,"Toronto, Ontario",10,,General merchandise stores,452542
2010,March,,2,"Toronto, Ontario",10,,General merchandise stores,463115
2009,April,,2,"Toronto, Ontario",10,,General merchandise stores,478933
2013,February,,2,"Toronto, Ontario",10,,General merchandise stores,494836
2012,February,,2,"Toronto, Ontario",10,,General merchandise stores,495919
2009,August,,2,"Toronto, Ontario",10,,General merchandise stores,499493
2009,July,,2,"Toronto, Ontario",10,,General merchandise stores,503342
2009,September,,2,"Toronto, Ontario",10,,General merchandise stores,508118
2008,September,,2,"Toronto, Ontario",10,,General merchandise stores,509332
2011,January,,2,"Toronto, Ontario",10,,General merchandise stores,511228
2010,April,,2,"Toronto, Ontario",10,,General merchandise stores,516201
2008,April,,2,"Toronto, Ontario",10,,General merchandise stores,517284
2009,June,,2,"Toronto, Ontario",10,,General merchandise stores,517284
2012,January,,2,"Toronto, Ontario",10,,General merchandise stores,525408
2008,July,,2,"Toronto, Ontario",10,,General merchandise stores,525863
2008,August,,2,"Toronto, Ontario",10,,General merchandise stores,528043
2011,March,,2,"Toronto, Ontario",10,,General merchandise stores,529147
2013,January,,2,"Toronto, Ontario",10,,General merchandise stores,534121
2008,October,,2,"Toronto, Ontario",10,,General merchandise stores,536358
2009,October,,2,"Toronto, Ontario",10,,General merchandise stores,537009
2014,February,,2,"Toronto, Ontario",10,,General merchandise stores,538391
2009,May,,2,"Toronto, Ontario",10,,General merchandise stores,543220
2017,February,,2,"Toronto, Ontario",10,,General merchandise stores,544717
2018,February,,2,"Toronto, Ontario",10,,General merchandise stores,547925
2010,August,,2,"Toronto, Ontario",10,,General merchandise stores,549036
2008,June,,2,"Toronto, Ontario",10,,General merchandise stores,554663
2008,May,,2,"Toronto, Ontario",10,,General merchandise stores,557387
2017,January,,2,"Toronto, Ontario",10,,General merchandise stores,568778
2011,April,,2,"Toronto, Ontario",10,,General merchandise stores,571060
2009,November,,2,"Toronto, Ontario",10,,General merchandise stores,571181
2018,January,,2,"Toronto, Ontario",10,,General merchandise stores,576363
2013,March,,2,"Toronto, Ontario",10,,General merchandise stores,578685
2016,February,,2,"Toronto, Ontario",10,,General merchandise stores,578973
2015,February,,2,"Toronto, Ontario",10,,General merchandise stores,579444
2010,September,,2,"Toronto, Ontario",10,,General merchandise stores,579664
2010,July,,2,"Toronto, Ontario",10,,General merchandise stores,580678
2012,March,,2,"Toronto, Ontario",10,,General merchandise stores,584049
2010,June,,2,"Toronto, Ontario",10,,General merchandise stores,586075
2011,August,,2,"Toronto, Ontario",10,,General merchandise stores,589296
2010,October,,2,"Toronto, Ontario",10,,General merchandise stores,589335
2014,January,,2,"Toronto, Ontario",10,,General merchandise stores,591231
2015,January,,2,"Toronto, Ontario",10,,General merchandise stores,596035
2012,April,,2,"Toronto, Ontario",10,,General merchandise stores,597193
2014,March,,2,"Toronto, Ontario",10,,General merchandise stores,598082
2008,November,,2,"Toronto, Ontario",10,,General merchandise stores,601973
2010,May,,2,"Toronto, Ontario",10,,General merchandise stores,607830
2011,September,,2,"Toronto, Ontario",10,,General merchandise stores,613225
2011,July,,2,"Toronto, Ontario",10,,General merchandise stores,617158
2012,July,,2,"Toronto, Ontario",10,,General merchandise stores,617823
2011,October,,2,"Toronto, Ontario",10,,General merchandise stores,619616
2015,March,,2,"Toronto, Ontario",10,,General merchandise stores,621127
2016,March,,2,"Toronto, Ontario",10,,General merchandise stores,621823
2016,January,,2,"Toronto, Ontario",10,,General merchandise stores,622224
2013,April,,2,"Toronto, Ontario",10,,General merchandise stores,624007
2011,May,,2,"Toronto, Ontario",10,,General merchandise stores,629085
2017,March,,2,"Toronto, Ontario",10,,General merchandise stores,630141
2012,October,,2,"Toronto, Ontario",10,,General merchandise stores,630892
2012,September,,2,"Toronto, Ontario",10,,General merchandise stores,632982
2018,March,,2,"Toronto, Ontario",10,,General merchandise stores,633849
2011,June,,2,"Toronto, Ontario",10,,General merchandise stores,636347
2012,August,,2,"Toronto, Ontario",10,,General merchandise stores,638684
2010,November,,2,"Toronto, Ontario",10,,General merchandise stores,642116
2013,September,,2,"Toronto, Ontario",10,,General merchandise stores,644420
2018,April,,2,"Toronto, Ontario",10,,General merchandise stores,650890
2012,June,,2,"Toronto, Ontario",10,,General merchandise stores,654002
2013,July,,2,"Toronto, Ontario",10,,General merchandise stores,654205
2014,April,,2,"Toronto, Ontario",10,,General merchandise stores,655152
2017,September,,2,"Toronto, Ontario",10,,General merchandise stores,664864
2013,October,,2,"Toronto, Ontario",10,,General merchandise stores,665578
2016,August,,2,"Toronto, Ontario",10,,General merchandise stores,666088
2013,June,,2,"Toronto, Ontario",10,,General merchandise stores,668841
2013,August,,2,"Toronto, Ontario",10,,General merchandise stores,669679
2011,November,,2,"Toronto, Ontario",10,,General merchandise stores,674148
2012,May,,2,"Toronto, Ontario",10,,General merchandise stores,675375
2015,April,,2,"Toronto, Ontario",10,,General merchandise stores,681022
2016,September,,2,"Toronto, Ontario",10,,General merchandise stores,681071
2014,September,,2,"Toronto, Ontario",10,,General merchandise stores,688720
2013,May,,2,"Toronto, Ontario",10,,General merchandise stores,694114
2012,November,,2,"Toronto, Ontario",10,,General merchandise stores,694751
2017,August,,2,"Toronto, Ontario",10,,General merchandise stores,695369
2016,April,,2,"Toronto, Ontario",10,,General merchandise stores,696005
2014,July,,2,"Toronto, Ontario",10,,General merchandise stores,700294
2017,October,,2,"Toronto, Ontario",10,,General merchandise stores,701254
2017,July,,2,"Toronto, Ontario",10,,General merchandise stores,707691
2015,June,,2,"Toronto, Ontario",10,,General merchandise stores,710923
2015,August,,2,"Toronto, Ontario",10,,General merchandise stores,711640
2015,September,,2,"Toronto, Ontario",10,,General merchandise stores,712239
2016,July,,2,"Toronto, Ontario",10,,General merchandise stores,714509
2017,April,,2,"Toronto, Ontario",10,,General merchandise stores,714885
2016,June,,2,"Toronto, Ontario",10,,General merchandise stores,715456
2014,October,,2,"Toronto, Ontario",10,,General merchandise stores,715758
2015,July,,2,"Toronto, Ontario",10,,General merchandise stores,721006
2016,October,,2,"Toronto, Ontario",10,,General merchandise stores,724057
2014,June,,2,"Toronto, Ontario",10,,General merchandise stores,728457
2014,August,,2,"Toronto, Ontario",10,,General merchandise stores,731244
2016,November,,2,"Toronto, Ontario",10,,General merchandise stores,733185
2017,May,,2,"Toronto, Ontario",10,,General merchandise stores,738820
2014,May,,2,"Toronto, Ontario",10,,General merchandise stores,738908
2015,October,,2,"Toronto, Ontario",10,,General merchandise stores,742253
2013,November,,2,"Toronto, Ontario",10,,General merchandise stores,742856
2016,May,,2,"Toronto, Ontario",10,,General merchandise stores,746609
2017,June,,2,"Toronto, Ontario",10,,General merchandise stores,747290
2015,May,,2,"Toronto, Ontario",10,,General merchandise stores,757135
2018,May,,2,"Toronto, Ontario",10,,General merchandise stores,764030
2008,December,,2,"Toronto, Ontario",10,,General merchandise stores,788578
2015,November,,2,"Toronto, Ontario",10,,General merchandise stores,794216
2017,November,,2,"Toronto, Ontario",10,,General merchandise stores,799539
2014,November,,2,"Toronto, Ontario",10,,General merchandise stores,810485
2009,December,,2,"Toronto, Ontario",10,,General merchandise stores,816504
2010,December,,2,"Toronto, Ontario",10,,General merchandise stores,898387
2012,December,,2,"Toronto, Ontario",10,,General merchandise stores,919049
2016,December,,2,"Toronto, Ontario",10,,General merchandise stores,921096
2017,December,,2,"Toronto, Ontario",10,,General merchandise stores,926657
2011,December,,2,"Toronto, Ontario",10,,General merchandise stores,935720
2013,December,,2,"Toronto, Ontario",10,,General merchandise stores,960277
2014,December,,2,"Toronto, Ontario",10,,General merchandise stores,986547
2015,December,,2,"Toronto, Ontario",10,,General merchandise stores,988578
2008,February,14,,Canada,,6,Grocery stores,5811035
2009,February,14,,Canada,,6,Grocery stores,5874302
2010,February,14,,Canada,,6,Grocery stores,5908171
2008,January,14,,Canada,,6,Grocery stores,5960077
2011,February,14,,Canada,,6,Grocery stores,6004145
2008,April,14,,Canada,,6,Grocery stores,6008934
2008,March,14,,Canada,,6,Grocery stores,6118978
2013,February,14,,Canada,,6,Grocery stores,6157510
2014,February,14,,Canada,,6,Grocery stores,6179931
2012,February,14,,Canada,,6,Grocery stores,6207180
2008,September,14,,Canada,,6,Grocery stores,6210738
2009,November,14,,Canada,,6,Grocery stores,6244705
2008,June,14,,Canada,,6,Grocery stores,6246058
2009,March,14,,Canada,,6,Grocery stores,6256829
2012,January,14,,Canada,,6,Grocery stores,6343564
2015,February,14,,Canada,,6,Grocery stores,6374597
2010,March,14,,Canada,,6,Grocery stores,6402121
2012,April,14,,Canada,,6,Grocery stores,6416644
2008,November,14,,Canada,,6,Grocery stores,6435762
2011,January,14,,Canada,,6,Grocery stores,6456585
2009,September,14,,Canada,,6,Grocery stores,6521755
2011,November,14,,Canada,,6,Grocery stores,6528498
2010,November,14,,Canada,,6,Grocery stores,6531576
2013,April,14,,Canada,,6,Grocery stores,6545089
2016,February,14,,Canada,,6,Grocery stores,6564922
2010,January,14,,Canada,,6,Grocery stores,6598950
